sec,nsec,x,y,z,roll,pitch,yaw
114,876023256,2037.016,130.387,1332.799,332.541,343.369,137.450
115,28701,2037.216,130.427,1332.657,334.314,342.813,135.146
115,178911218,2037.527,130.483,1332.488,340.076,344.978,131.706
115,299637785,2037.754,130.507,1332.388,345.133,347.784,129.678
115,423391028,2037.983,130.491,1332.282,349.499,350.856,128.184
115,545907722,2038.226,130.478,1332.155,353.306,353.622,127.513
115,656091140,2038.414,130.492,1332.041,354.988,355.389,125.317
115,809431840,2038.680,130.529,1331.891,356.942,356.192,122.991
115,937940793,2038.930,130.562,1331.761,357.677,355.479,121.585
116,39056493,2039.112,130.572,1331.660,357.216,356.213,120.250
116,184558126,2039.371,130.574,1331.519,356.097,357.604,118.852
116,285638630,2039.555,130.576,1331.423,355.176,358.702,117.812
116,389436186,2039.752,130.577,1331.325,353.903,359.405,116.238
116,505810460,2039.960,130.568,1331.219,351.911,0.067,114.472
116,647761815,2040.212,130.555,1331.098,349.225,0.850,112.050
116,748900363,2040.406,130.549,1331.021,347.875,0.538,110.435
116,861016683,2040.618,130.545,1330.958,347.461,0.216,108.585
116,979683277,2040.847,130.548,1330.901,347.129,359.589,106.469
117,89196375,2041.063,130.555,1330.855,346.945,358.374,105.048
117,207145054,2041.288,130.563,1330.819,347.016,357.207,103.125
117,362932552,2041.587,130.590,1330.780,346.742,355.223,101.068
117,464206925,2041.781,130.614,1330.755,347.003,353.564,100.276
117,566627805,2041.982,130.640,1330.732,347.377,352.128,99.237
117,672994547,2042.190,130.666,1330.711,347.444,350.434,98.206
117,804166200,2042.441,130.713,1330.678,347.748,348.213,97.349
117,930386597,2042.676,130.769,1330.657,348.363,345.910,97.298
118,62202496,2042.918,130.833,1330.632,348.898,343.749,97.063
118,178548810,2043.133,130.891,1330.608,349.068,341.944,97.087
118,282249226,2043.331,130.950,1330.586,349.354,340.249,97.609
118,391270939,2043.527,131.018,1330.558,349.820,338.722,98.386
118,494536613,2043.711,131.090,1330.524,350.007,337.205,98.895
118,623331064,2043.927,131.182,1330.473,350.049,335.151,99.869
118,727450467,2044.102,131.254,1330.430,350.159,332.734,100.747
118,887108419,2044.354,131.379,1330.358,349.762,330.400,102.247
118,998781691,2044.530,131.476,1330.290,349.193,328.858,104.039
119,131297268,2044.722,131.592,1330.199,348.156,326.825,106.313
119,271641741,2044.923,131.721,1330.102,347.144,324.218,109.124
119,378361932,2045.065,131.820,1330.026,346.512,322.512,110.466
119,491594607,2045.215,131.925,1329.946,345.686,320.757,112.191
119,606837800,2045.368,132.043,1329.860,344.811,319.940,113.830
119,721123662,2045.515,132.168,1329.770,343.820,319.028,115.727
119,869946689,2045.688,132.335,1329.647,342.106,317.892,118.494
119,986344207,2045.820,132.470,1329.538,340.446,317.040,120.234
120,122385776,2045.963,132.618,1329.420,339.040,316.146,121.578
120,236015041,2046.084,132.746,1329.318,337.506,315.338,123.024
120,378182621,2046.232,132.916,1329.186,335.712,314.443,124.571
120,492717676,2046.345,133.058,1329.083,334.838,313.666,125.991
120,650389330,2046.485,133.242,1328.951,333.661,312.445,128.677
120,767812829,2046.592,133.369,1328.850,332.627,312.165,130.600
120,910965873,2046.727,133.522,1328.709,331.370,313.429,131.474
121,18004107,2046.834,133.631,1328.600,330.830,314.609,130.713
121,124397944,2046.940,133.749,1328.494,330.496,314.694,130.291
121,228995196,2047.039,133.883,1328.385,329.586,314.135,130.283
121,332245655,2047.129,134.013,1328.281,328.693,313.944,130.442
121,435351131,2047.229,134.141,1328.169,327.813,313.833,130.619
121,538244035,2047.333,134.260,1328.068,327.749,313.788,130.534
121,690540174,2047.495,134.438,1327.933,328.624,313.755,129.815
121,821274776,2047.639,134.600,1327.815,329.985,315.108,128.650
121,941206704,2047.760,134.746,1327.710,330.970,316.447,127.353
122,50640264,2047.873,134.867,1327.614,331.467,317.416,126.573
122,202608880,2048.043,135.024,1327.508,333.749,317.538,126.652
122,319031995,2048.178,135.142,1327.439,336.346,317.787,126.246
122,428029462,2048.311,135.253,1327.371,338.586,318.094,125.558
122,549862535,2048.472,135.373,1327.281,340.725,319.442,124.273
122,661707621,2048.640,135.477,1327.194,342.794,321.579,122.912
122,766428108,2048.813,135.550,1327.113,344.898,324.607,122.419
122,873732792,2049.005,135.598,1327.020,346.653,329.139,121.665
123,7462041,2049.260,135.639,1326.892,348.444,336.521,120.541
123,107593028,2049.457,135.661,1326.790,349.183,342.816,119.603
123,213264906,2049.662,135.663,1326.678,349.219,349.139,118.395
123,325111415,2049.884,135.669,1326.551,348.841,354.980,117.607
123,460136763,2050.123,135.681,1326.402,347.859,0.382,117.286
123,568932230,2050.335,135.671,1326.267,346.480,4.195,116.501
123,696995218,2050.582,135.653,1326.120,345.838,7.648,115.880
123,808572881,2050.799,135.618,1325.998,345.456,9.336,116.217
123,922967642,2051.028,135.570,1325.867,345.274,10.854,116.483
124,61749382,2051.310,135.500,1325.701,344.931,13.615,116.299
124,187389866,2051.578,135.409,1325.563,346.049,16.542,116.565
124,345701936,2051.935,135.277,1325.385,348.584,20.256,117.331
124,471069588,2052.248,135.146,1325.232,352.282,24.658,117.808
124,580443719,2052.543,134.996,1325.100,356.492,28.542,119.230
124,685963495,2052.832,134.833,1324.938,359.411,30.356,121.474
124,818780170,2053.178,134.602,1324.698,3.801,29.168,125.474
124,935965260,2053.471,134.410,1324.441,6.250,26.277,129.291
125,36033786,2053.716,134.247,1324.196,8.490,22.403,132.543
125,141998879,2053.955,134.120,1323.913,9.174,17.158,135.399
125,268984893,2054.221,133.981,1323.543,8.572,13.065,138.452
125,369308136,2054.427,133.892,1323.246,8.076,11.420,140.785
125,483060758,2054.662,133.819,1322.921,8.340,11.106,143.573
125,623725208,2054.917,133.743,1322.515,7.913,9.780,146.492
125,738586505,2055.092,133.687,1322.177,7.827,10.137,148.911
125,889629635,2055.295,133.618,1321.735,7.117,10.320,151.681
126,4482006,2055.439,133.552,1321.411,6.908,9.957,154.192
126,121085955,2055.585,133.466,1321.095,7.432,11.310,156.416
126,240633932,2055.721,133.381,1320.774,7.660,13.231,158.149
126,350778150,2055.846,133.310,1320.476,8.050,16.545,159.628
126,465041173,2055.975,133.217,1320.164,8.837,20.233,161.386
126,568737276,2056.078,133.105,1319.858,9.496,23.332,163.128
126,671544752,2056.169,132.974,1319.536,10.171,26.380,165.072
126,789822574,2056.256,132.802,1319.160,11.014,28.514,167.226
126,950171536,2056.355,132.525,1318.629,12.018,28.358,169.730
127,56883663,2056.407,132.333,1318.249,11.979,26.849,171.152
127,207386228,2056.466,132.091,1317.688,10.218,22.696,171.925
127,333237330,2056.555,131.966,1317.212,5.548,15.097,171.509
127,443680391,2056.649,131.869,1316.810,4.073,6.719,171.436
127,562478387,2056.749,131.851,1316.397,1.868,358.070,170.977
127,685191213,2056.805,131.849,1315.994,0.005,352.364,171.003
127,819007033,2056.850,131.904,1315.598,356.619,348.473,170.727
127,966146540,2056.901,131.991,1315.224,355.218,346.879,170.604
128,92198046,2056.937,132.060,1314.956,355.024,343.841,170.669
128,219276089,2056.964,132.126,1314.728,354.232,341.588,170.742
128,323420644,2056.982,132.174,1314.522,353.056,341.728,170.817
128,424091592,2057.001,132.209,1314.329,352.019,342.528,170.710
128,534882517,2057.025,132.244,1314.112,350.904,343.666,170.313
128,650713749,2057.043,132.278,1313.878,348.967,345.788,169.783
128,755383376,2057.055,132.302,1313.657,346.505,349.034,169.068
128,875476527,2057.056,132.321,1313.405,342.561,354.235,167.598
128,988773937,2057.062,132.331,1313.152,339.675,358.045,166.756
129,106314764,2057.085,132.346,1312.917,338.782,359.265,166.750
129,287533595,2057.152,132.341,1312.556,338.585,358.725,166.907
129,398292381,2057.193,132.334,1312.334,338.619,358.507,166.862
129,522209702,2057.244,132.333,1312.072,339.052,358.222,167.175
129,621880310,2057.274,132.329,1311.877,338.940,358.814,167.174
129,757844966,2057.316,132.332,1311.597,338.994,359.568,167.184
129,872409689,2057.355,132.325,1311.360,338.926,359.452,167.640
129,973632581,2057.397,132.321,1311.133,339.823,0.351,167.798
130,88666910,2057.450,132.319,1310.885,341.085,2.478,167.639
130,192187867,2057.498,132.307,1310.665,342.238,4.446,167.342
130,309320070,2057.553,132.280,1310.419,343.240,6.499,167.048
130,426217179,2057.598,132.249,1310.176,343.805,7.069,167.095
130,544697381,2057.647,132.214,1309.927,344.654,8.101,166.963
130,659679463,2057.697,132.175,1309.679,345.500,9.406,166.733
130,759815248,2057.745,132.140,1309.465,346.555,9.678,166.976
130,868009593,2057.792,132.099,1309.233,347.186,9.821,167.257
130,978458380,2057.839,132.061,1308.988,347.883,9.776,167.563
131,114870162,2057.904,132.017,1308.690,349.512,8.719,168.396
131,245163222,2057.962,131.977,1308.400,350.828,7.414,169.221
131,354845606,2058.011,131.947,1308.156,351.871,6.525,169.561
131,475531734,2058.062,131.915,1307.887,352.764,5.787,169.656
131,644268555,2058.140,131.877,1307.526,354.592,3.377,169.839
131,749557929,2058.190,131.865,1307.301,355.852,1.628,169.937
131,890824441,2058.244,131.859,1307.018,356.125,358.635,169.885
132,15731528,2058.284,131.873,1306.788,355.975,355.646,169.499
132,166749426,2058.345,131.896,1306.505,356.113,352.329,168.988
132,277627205,2058.398,131.915,1306.290,356.488,350.602,168.730
132,417778253,2058.466,131.939,1306.027,356.606,349.002,167.608
132,525343366,2058.527,131.960,1305.828,357.014,348.505,166.316
132,646910226,2058.603,131.996,1305.588,357.694,348.638,165.064
132,770920785,2058.678,132.040,1305.356,358.050,348.878,163.698
132,948185505,2058.801,132.102,1305.023,358.354,348.268,162.498
133,50050564,2058.878,132.144,1304.830,358.670,349.351,161.696
133,182103713,2058.976,132.204,1304.583,358.996,350.580,160.675
133,321099185,2059.083,132.250,1304.337,359.896,352.037,159.439
133,431833511,2059.183,132.275,1304.132,0.938,352.481,158.890
133,543176870,2059.282,132.305,1303.933,1.751,353.050,158.512
133,667164639,2059.391,132.345,1303.710,2.053,352.637,158.130
133,797035093,2059.509,132.384,1303.488,3.072,351.818,157.489
133,954225033,2059.674,132.410,1303.201,4.878,350.983,156.592
134,89354816,2059.806,132.442,1302.962,5.549,351.951,155.297
134,246068166,2059.970,132.476,1302.675,6.680,352.850,154.061
134,351976335,2060.085,132.505,1302.480,7.384,352.915,153.428
134,469530301,2060.204,132.531,1302.279,7.843,352.169,152.698
134,589493154,2060.320,132.565,1302.081,8.017,351.300,151.934
134,755007178,2060.495,132.608,1301.794,8.412,348.768,151.151
134,870070668,2060.617,132.649,1301.608,8.939,348.394,150.661
135,25329059,2060.777,132.706,1301.354,8.933,347.735,149.448
135,133140991,2060.884,132.750,1301.173,8.082,346.379,148.357
135,315795652,2061.066,132.835,1300.868,6.742,343.868,147.600
135,443025152,2061.210,132.897,1300.649,6.480,343.075,147.269
135,564925143,2061.345,132.954,1300.456,6.854,343.155,147.314
135,687055683,2061.477,133.024,1300.259,6.952,343.753,147.428
135,831565175,2061.626,133.109,1300.031,6.995,344.084,147.522
135,943884743,2061.743,133.174,1299.854,7.299,343.530,147.336
136,47355904,2061.858,133.229,1299.694,7.972,342.240,147.265
136,150037385,2061.970,133.294,1299.540,8.338,341.233,147.387
136,272027958,2062.098,133.370,1299.359,8.968,340.690,147.209
136,375548842,2062.208,133.431,1299.204,9.439,340.438,146.780
136,486022273,2062.327,133.506,1299.035,9.670,339.775,146.726
136,648527564,2062.510,133.610,1298.791,10.818,338.042,146.864
136,763343354,2062.644,133.680,1298.619,12.179,336.945,147.221
136,883995391,2062.781,133.750,1298.432,13.408,335.696,147.458
137,26233077,2062.923,133.849,1298.215,13.543,334.598,147.415
137,170902200,2063.058,133.963,1298.008,13.463,333.653,147.556
137,285850015,2063.171,134.067,1297.834,13.581,332.852,147.790
137,408532861,2063.285,134.171,1297.652,13.386,331.888,148.269
137,550076253,2063.396,134.294,1297.447,11.844,331.203,149.546
137,713762957,2063.518,134.455,1297.214,10.558,330.017,150.405
137,820277895,2063.596,134.561,1297.070,10.303,328.057,151.244
137,922511172,2063.676,134.656,1296.933,10.764,326.528,151.366
138,39634246,2063.768,134.764,1296.767,10.710,325.301,151.843
138,151424419,2063.846,134.868,1296.597,9.437,324.943,152.415
138,276164212,2063.930,134.985,1296.410,7.938,325.429,153.186
138,407949273,2064.015,135.112,1296.208,6.112,326.047,153.918
138,515777122,2064.083,135.218,1296.044,4.971,326.418,154.697
138,637400529,2064.159,135.335,1295.862,3.678,326.626,155.840
138,801830145,2064.252,135.495,1295.600,1.771,326.670,156.921
138,906218041,2064.303,135.601,1295.446,0.767,326.453,157.600
139,26153061,2064.358,135.728,1295.267,359.310,325.473,158.377
139,154065377,2064.410,135.854,1295.065,357.556,324.721,159.019
139,268212235,2064.456,135.970,1294.903,356.902,323.658,159.676
139,393492431,2064.512,136.101,1294.740,357.261,321.810,159.824
139,499107572,2064.571,136.206,1294.590,357.914,322.158,160.675
139,598919482,2064.618,136.311,1294.436,357.484,323.573,161.116
139,739563908,2064.672,136.437,1294.207,356.078,324.837,160.831
139,857414928,2064.718,136.535,1294.011,354.796,326.581,160.403
139,970103867,2064.768,136.634,1293.835,353.867,328.252,158.986
140,132380254,2064.850,136.788,1293.585,352.717,331.346,157.677
140,237275623,2064.930,136.872,1293.411,353.823,333.202,157.298
140,388006898,2065.012,136.986,1293.154,352.396,334.717,157.890
140,501156604,2065.059,137.084,1292.970,351.368,334.878,158.304
140,616193693,2065.115,137.178,1292.795,352.018,335.134,158.129
140,748630082,2065.197,137.268,1292.590,352.355,334.185,158.283
140,862345342,2065.279,137.336,1292.394,352.462,334.473,158.794
140,970303575,2065.346,137.396,1292.211,352.238,335.545,159.030
141,78195134,2065.421,137.473,1292.026,353.128,337.134,159.143
141,204519941,2065.540,137.534,1291.811,357.189,338.617,159.799
141,314603747,2065.657,137.546,1291.615,1.500,341.706,160.762
141,449285174,2065.788,137.562,1291.385,5.978,344.465,162.278
141,549785468,2065.855,137.606,1291.201,6.974,344.280,163.210
141,730488432,2065.955,137.693,1290.878,8.028,343.031,164.326
141,839403914,2066.005,137.764,1290.683,8.350,342.393,165.081
141,977449605,2066.055,137.839,1290.420,7.304,343.722,166.515
142,84230667,2066.086,137.873,1290.209,5.941,345.041,167.258
142,187198146,2066.115,137.906,1290.014,4.750,345.476,168.021
142,287703960,2066.138,137.958,1289.816,3.269,345.530,168.675
142,407063184,2066.162,138.022,1289.598,1.952,346.445,169.592
142,517495158,2066.181,138.075,1289.382,0.457,346.621,170.656
142,654968147,2066.178,138.096,1289.109,357.243,346.166,171.851
142,765360333,2066.173,138.102,1288.883,354.752,347.039,172.298
142,872472110,2066.162,138.117,1288.654,351.802,347.898,172.799
143,6800228,2066.141,138.114,1288.381,347.741,347.500,172.996
143,127031615,2066.137,138.133,1288.139,345.554,345.544,173.504
143,284121843,2066.140,138.192,1287.835,344.158,344.330,174.409
143,392301792,2066.141,138.243,1287.619,343.300,343.762,174.653
143,540037945,2066.138,138.321,1287.333,342.139,342.474,175.021
143,642384363,2066.130,138.376,1287.129,340.537,340.263,175.744
143,753627035,2066.120,138.433,1286.929,339.435,339.140,176.115
143,857568096,2066.114,138.489,1286.737,338.335,336.779,176.759
143,962716275,2066.108,138.552,1286.552,337.730,334.612,177.024
144,90209546,2066.101,138.634,1286.334,336.756,333.149,177.356
144,217446775,2066.095,138.719,1286.094,335.232,332.052,177.501
144,339924384,2066.080,138.820,1285.882,334.197,330.704,177.912
144,446345131,2066.068,138.899,1285.705,332.278,328.545,178.618
144,566454826,2066.062,138.985,1285.492,330.072,326.652,179.323
144,705112907,2066.068,139.068,1285.234,329.006,327.367,178.990
144,815054156,2066.081,139.130,1285.025,329.139,329.971,177.490
144,917762282,2066.078,139.191,1284.835,327.892,331.529,176.012
145,36305753,2066.067,139.256,1284.606,325.347,333.376,174.394
145,139036309,2066.052,139.317,1284.415,323.186,335.256,172.280
145,266212928,2066.037,139.397,1284.173,320.319,336.952,168.530
145,420378032,2066.078,139.475,1283.878,320.488,339.790,164.037
145,532516181,2066.171,139.507,1283.674,322.887,341.688,161.538
145,708058245,2066.316,139.522,1283.342,322.299,347.208,156.181
145,808272560,2066.393,139.533,1283.135,320.922,351.371,152.458
145,949471482,2066.513,139.539,1282.864,320.551,356.418,147.492
146,49653099,2066.612,139.541,1282.677,321.465,359.067,145.087
146,162902636,2066.720,139.544,1282.461,321.751,1.381,143.368
146,271634464,2066.848,139.520,1282.288,322.641,1.712,143.382
146,386694519,2066.974,139.509,1282.071,322.303,2.529,142.876
146,518710362,2067.132,139.477,1281.857,324.038,2.630,142.970
146,624435460,2067.260,139.452,1281.686,324.825,2.427,142.995
146,766164466,2067.436,139.425,1281.406,324.627,2.891,142.568
146,871516796,2067.572,139.400,1281.209,325.375,3.904,141.972
146,987529188,2067.734,139.362,1281.005,326.543,5.160,140.990
147,118479658,2067.916,139.331,1280.781,327.845,5.611,140.090
147,272496062,2068.112,139.315,1280.526,328.764,5.183,139.316
147,399814401,2068.270,139.301,1280.335,329.687,4.573,138.727
147,501880535,2068.417,139.279,1280.183,330.265,3.122,138.252
147,632917920,2068.626,139.268,1279.986,331.988,2.047,137.293
147,798206991,2068.866,139.274,1279.753,333.313,0.436,136.239
147,913384274,2069.028,139.267,1279.589,333.341,358.729,135.575
148,76579750,2069.281,139.250,1279.362,335.077,357.821,134.793
148,196381113,2069.474,139.237,1279.215,337.914,358.455,134.056
148,299121700,2069.634,139.230,1279.092,340.004,359.045,133.356
148,402640274,2069.817,139.221,1278.936,341.319,359.410,132.725
148,517669425,2070.014,139.208,1278.762,342.285,0.210,132.207
148,628365627,2070.199,139.193,1278.598,343.134,1.256,131.931
148,732304994,2070.365,139.186,1278.444,343.546,2.790,131.491
148,836788732,2070.523,139.177,1278.292,343.639,4.756,130.988
148,956319533,2070.703,139.148,1278.122,343.687,6.713,130.381
149,103846587,2070.939,139.094,1277.923,344.870,9.206,130.066
149,205957966,2071.112,139.053,1277.779,345.704,11.141,129.642
149,331565280,2071.324,139.000,1277.594,346.333,13.873,129.031
149,445974271,2071.523,138.939,1277.414,346.340,15.983,128.624
149,638048065,2071.876,138.799,1277.106,347.400,18.156,129.341
149,741608362,2072.085,138.706,1276.927,348.608,19.718,130.072
149,886442461,2072.385,138.558,1276.652,349.262,21.690,130.978
149,998698271,2072.623,138.427,1276.405,349.047,23.005,131.939
150,105385917,2072.864,138.276,1276.174,350.931,24.612,133.187
150,242734010,2073.166,138.078,1275.839,352.902,26.057,136.353
150,380624089,2073.446,137.846,1275.462,355.405,26.968,140.123
150,480685343,2073.646,137.659,1275.168,357.137,28.277,143.282
150,674990862,2073.999,137.306,1274.554,2.178,27.231,151.072
150,782646343,2074.155,137.121,1274.169,4.349,25.924,155.252
150,920830640,2074.315,136.897,1273.661,6.967,21.821,160.125
151,34025603,2074.408,136.728,1273.227,7.463,17.781,163.578
151,164148045,2074.499,136.548,1272.727,7.357,15.760,167.493
151,286886018,2074.574,136.399,1272.254,7.194,17.071,170.008
151,415333877,2074.653,136.259,1271.742,7.450,18.825,171.603
151,518326382,2074.684,136.112,1271.331,5.723,21.031,173.040
151,621321439,2074.687,135.952,1270.911,4.066,23.208,174.773
151,769067015,2074.657,135.736,1270.341,3.191,20.310,177.612
151,875281146,2074.625,135.642,1269.954,3.487,13.313,179.585
152,1920873,2074.572,135.560,1269.511,3.321,3.513,182.455
152,115941629,2074.517,135.516,1269.129,3.693,356.731,185.214
152,258530985,2074.451,135.506,1268.675,2.970,353.396,187.431
152,404952721,2074.379,135.556,1268.269,2.692,352.756,189.427
152,522580188,2074.336,135.590,1267.989,3.556,353.519,190.713
152,649758360,2074.294,135.625,1267.730,4.788,354.833,192.203
152,810759818,2074.216,135.641,1267.406,3.604,356.949,192.867
152,920236945,2074.178,135.630,1267.181,4.019,0.085,191.807
153,83720387,2074.133,135.640,1266.856,2.041,4.338,190.937
153,187647252,2074.103,135.652,1266.638,1.531,8.092,190.603
153,354503241,2074.016,135.600,1266.282,357.616,13.254,190.476
153,470862464,2073.935,135.512,1266.027,353.278,18.443,189.170
153,607867643,2073.893,135.319,1265.706,353.697,26.679,188.523
153,727791729,2073.891,135.087,1265.393,358.642,35.045,189.861
153,865730275,2073.846,134.752,1265.031,356.127,46.850,186.724
153,976719451,2073.843,134.416,1264.725,357.156,54.573,183.272
154,95937332,2073.882,133.948,1264.412,357.948,61.515,179.589
154,215870042,2073.942,133.360,1264.110,353.889,68.596,172.401
154,362087765,2074.057,132.518,1263.753,338.606,72.023,153.442
154,465190948,2074.174,131.835,1263.518,322.315,70.444,135.310
154,567797445,2074.356,131.129,1263.280,308.096,63.587,118.200
154,671991677,2074.618,130.419,1263.034,301.088,52.772,106.678
154,782561679,2074.976,129.699,1262.772,298.325,37.285,98.088
154,904358149,2075.446,129.035,1262.498,298.639,17.923,89.987
155,13014933,2075.903,128.588,1262.267,301.113,0.959,83.044
155,115479023,2076.277,128.318,1262.100,302.808,347.241,76.210
155,219486831,2076.567,128.185,1261.979,306.819,338.595,69.716
155,322974789,2076.719,128.162,1261.921,310.323,333.389,65.021
155,437887907,2076.829,128.226,1261.913,312.206,329.496,61.459
155,566467964,2076.931,128.305,1261.941,313.035,327.483,59.700
155,708814640,2077.031,128.380,1262.013,314.757,325.870,58.310
155,808349745,2077.091,128.429,1262.085,317.037,324.990,57.466
155,956936746,2077.223,128.539,1262.202,318.475,323.934,57.589
156,66847407,2077.348,128.650,1262.295,318.674,322.152,58.600
156,215826612,2077.519,128.799,1262.409,318.416,319.826,59.775
156,325624379,2077.644,128.904,1262.484,317.397,317.677,60.803
156,494803761,2077.833,129.067,1262.560,313.800,313.792,63.521
156,614261010,2077.966,129.191,1262.607,312.063,312.103,65.425
156,773383671,2078.121,129.340,1262.684,311.849,311.023,67.006
156,885328290,2078.225,129.451,1262.751,312.479,310.167,67.887
156,996491191,2078.330,129.569,1262.825,313.449,309.362,68.655
157,126191936,2078.453,129.716,1262.916,315.194,308.414,68.934
157,284340464,2078.601,129.894,1263.006,317.358,308.600,69.282
157,402215780,2078.725,130.020,1263.055,317.558,309.243,70.051
157,510552375,2078.851,130.132,1263.091,316.838,310.139,71.936
157,618374534,2078.983,130.236,1263.121,315.977,311.330,74.009
157,729107659,2079.119,130.330,1263.146,315.207,312.881,76.064
157,833275058,2079.254,130.416,1263.162,314.467,314.611,77.750
157,944068278,2079.409,130.501,1263.171,313.572,317.152,79.256
158,76726443,2079.613,130.585,1263.182,312.185,320.020,80.264
158,186259782,2079.792,130.672,1263.194,311.280,321.536,80.489
158,320186930,2080.022,130.792,1263.219,311.346,323.236,80.441
158,437780351,2080.225,130.887,1263.250,312.143,325.619,80.052
158,550179681,2080.430,130.958,1263.281,312.603,328.714,79.316
158,670554691,2080.658,131.020,1263.320,312.629,332.191,77.711
158,775259960,2080.855,131.073,1263.376,314.284,335.102,75.617
158,905691339,2081.092,131.141,1263.470,317.807,338.878,72.732
159,24770937,2081.315,131.187,1263.552,319.689,342.467,70.244
159,154943692,2081.567,131.212,1263.647,320.409,346.760,67.049
159,282937541,2081.810,131.226,1263.755,321.653,351.013,63.632
159,412639613,2082.046,131.232,1263.889,325.427,355.910,61.019
159,527860887,2082.263,131.220,1264.023,327.660,0.407,58.273
159,636899507,2082.452,131.180,1264.174,330.429,4.603,56.686
159,743289880,2082.624,131.115,1264.342,335.113,8.334,55.998
159,859786325,2082.802,131.010,1264.562,341.704,12.453,55.674
159,977180955,2083.004,130.863,1264.800,348.889,16.978,55.766
160,106578582,2083.280,130.677,1265.037,354.733,20.494,58.245
160,294882152,2083.763,130.471,1265.279,359.075,21.954,64.294
160,398971314,2084.053,130.344,1265.373,0.567,21.614,68.028
160,532992278,2084.440,130.198,1265.453,1.804,20.864,72.568
160,647510032,2084.781,130.081,1265.492,2.008,20.651,76.220
160,748717267,2085.072,129.987,1265.510,0.809,19.349,79.267
160,858232708,2085.379,129.897,1265.533,0.734,17.864,82.971
160,962855330,2085.669,129.831,1265.536,1.644,16.379,86.572
161,78158839,2085.985,129.746,1265.506,1.298,15.994,90.076
161,177574057,2086.266,129.654,1265.461,0.583,16.934,93.096
161,307616126,2086.649,129.508,1265.385,358.206,20.993,95.853
161,427284293,2087.020,129.332,1265.302,356.611,25.849,97.933
161,579883352,2087.506,129.075,1265.177,357.782,30.638,103.013
161,685098124,2087.851,128.873,1265.064,0.168,33.001,106.675
161,793424003,2088.202,128.654,1264.921,3.620,34.476,110.852
161,901829402,2088.553,128.408,1264.744,7.473,34.174,115.397
162,13934634,2088.923,128.145,1264.532,11.800,32.606,120.253
162,118452805,2089.266,127.895,1264.300,14.926,30.596,124.448
162,244245633,2089.688,127.594,1263.971,17.696,28.922,129.085
162,393206644,2090.178,127.237,1263.515,20.599,28.311,135.369
162,500642642,2090.513,127.028,1263.130,21.037,25.502,139.853
162,615162674,2090.845,126.808,1262.714,21.293,22.004,142.194
162,731834101,2091.148,126.574,1262.257,20.926,22.867,145.351
162,834281691,2091.413,126.369,1261.867,20.887,24.501,147.941
162,949015739,2091.690,126.157,1261.432,22.160,25.561,151.081
163,77853091,2091.968,125.962,1260.972,24.879,23.200,153.124
163,177627044,2092.157,125.833,1260.624,24.835,19.614,152.939
163,290248617,2092.338,125.700,1260.248,21.141,13.640,152.777
163,410982815,2092.574,125.571,1259.898,21.695,9.206,152.726
163,512285501,2092.758,125.451,1259.599,22.816,10.313,152.699
163,653695275,2093.000,125.347,1259.185,17.291,17.778,155.032
163,789693095,2093.188,125.189,1258.772,15.520,26.248,159.592
163,905221837,2093.321,124.986,1258.397,16.644,30.641,163.125
164,6627765,2093.421,124.777,1258.053,17.328,33.523,165.627
164,109333057,2093.492,124.546,1257.689,17.760,35.509,168.461
164,233196128,2093.550,124.221,1257.235,18.811,37.034,172.128
164,366493430,2093.587,123.802,1256.719,17.225,40.073,174.779
164,472100714,2093.597,123.419,1256.283,17.024,42.859,177.197
164,573858910,2093.596,123.017,1255.858,17.539,45.918,179.804
164,746981170,2093.595,122.233,1255.104,21.726,49.388,183.910
164,870931734,2093.584,121.582,1254.543,25.274,51.088,187.441
165,55508445,2093.490,120.539,1253.663,24.946,50.482,190.653
165,181548309,2093.393,119.795,1252.990,19.565,46.732,187.426
165,311177899,2093.318,119.103,1252.232,12.147,37.819,182.119
165,419446012,2093.322,118.576,1251.513,7.295,32.085,176.536
165,579318579,2093.517,117.953,1250.372,5.178,22.264,170.058
165,690868855,2093.736,117.677,1249.541,6.444,14.937,165.677
165,826573123,2094.118,117.427,1248.578,9.132,11.268,160.465
165,935871260,2094.470,117.257,1247.819,10.148,11.627,157.181
166,35863920,2094.813,117.099,1247.143,9.539,13.442,154.587
166,162948727,2095.245,116.870,1246.312,6.109,15.419,150.523
166,277594092,2095.671,116.642,1245.597,2.754,17.096,147.429
166,390428153,2096.115,116.386,1244.921,0.557,19.051,144.873
166,502064123,2096.566,116.120,1244.282,357.149,20.150,141.622
166,630655603,2097.124,115.850,1243.597,354.917,17.436,138.067
166,742307570,2097.623,115.679,1243.074,358.235,10.208,137.597
166,853011735,2098.091,115.536,1242.564,357.938,7.809,137.301
166,958756240,2098.540,115.458,1242.109,1.055,8.437,138.327
167,93224855,2099.093,115.391,1241.567,4.377,7.530,138.512
167,202557191,2099.512,115.335,1241.151,5.687,4.233,138.356
167,306004874,2099.878,115.282,1240.775,6.440,2.934,138.549
167,424171841,2100.265,115.266,1240.385,7.457,1.954,138.422
167,536338841,2100.598,115.268,1240.023,7.038,1.052,138.239
167,691471945,2101.005,115.422,1239.611,358.738,354.766,137.066
167,796912373,2101.233,115.529,1239.336,353.228,350.695,137.907
167,982645192,2101.570,115.677,1238.894,346.681,344.746,139.794
168,94517798,2101.741,115.735,1238.648,344.436,341.825,141.809
