sec,nsec,x,y,z,roll,pitch,yaw
221,359440486,2074.789,106.104,1158.316,0.980,359.698,332.517
221,470903900,2074.669,106.107,1158.496,0.170,359.044,330.780
221,577839629,2074.550,106.106,1158.666,359.307,358.327,329.006
221,683176405,2074.425,106.117,1158.822,358.949,357.503,327.170
221,791373760,2074.289,106.135,1158.979,358.691,356.506,325.416
221,891967592,2074.151,106.143,1159.116,358.942,354.648,323.553
222,4564068,2073.995,106.151,1159.263,358.940,353.027,321.638
222,109575314,2073.845,106.168,1159.400,358.857,352.357,319.976
222,230305258,2073.665,106.202,1159.547,359.392,351.436,317.775
222,408457513,2073.396,106.261,1159.740,0.547,348.520,314.652
222,524376257,2073.224,106.296,1159.866,1.052,346.359,312.785
222,640002500,2073.049,106.334,1159.991,1.380,345.249,311.504
222,765030047,2072.853,106.387,1160.119,2.175,345.065,309.888
222,866319976,2072.691,106.440,1160.219,2.897,345.178,308.009
223,5521962,2072.468,106.514,1160.335,4.175,344.269,306.122
223,153291676,2072.227,106.596,1160.443,5.531,342.799,303.821
223,269808823,2072.035,106.655,1160.528,6.542,341.919,302.277
223,434430375,2071.743,106.735,1160.652,7.844,341.761,299.956
223,533300080,2071.566,106.783,1160.721,8.868,342.176,298.609
223,712050110,2071.257,106.867,1160.843,10.249,343.119,296.345
223,846599538,2071.020,106.946,1160.927,11.941,342.458,295.573
223,955199084,2070.837,107.005,1161.004,12.277,342.761,295.250
224,75983591,2070.631,107.069,1161.100,12.035,343.806,294.258
224,227566513,2070.365,107.142,1161.205,11.158,345.726,293.128
224,327258789,2070.188,107.175,1161.259,10.292,347.353,292.329
224,476827788,2069.915,107.238,1161.328,10.472,348.560,289.897
224,576640100,2069.730,107.284,1161.360,11.077,348.375,287.589
224,711163757,2069.464,107.330,1161.404,10.449,347.269,284.099
224,830343773,2069.245,107.311,1161.470,6.797,346.564,281.132
224,954032142,2069.001,107.299,1161.521,4.063,346.215,278.625
225,60818353,2068.793,107.309,1161.539,2.883,344.882,276.038
225,179380275,2068.565,107.334,1161.532,2.973,343.886,273.535
225,329219504,2068.289,107.391,1161.509,3.480,343.070,271.010
225,431811791,2068.091,107.442,1161.484,3.923,342.558,269.010
225,535904045,2067.893,107.484,1161.452,4.420,342.224,267.226
225,635901513,2067.708,107.524,1161.415,5.093,342.421,265.281
225,755267053,2067.477,107.589,1161.355,6.441,342.979,263.432
225,859221135,2067.287,107.638,1161.302,7.212,344.029,262.022
225,984103011,2067.040,107.690,1161.226,8.031,345.418,259.800
226,117712201,2066.798,107.733,1161.133,9.162,345.866,258.008
226,218353521,2066.620,107.766,1161.051,10.673,346.344,256.548
226,324790550,2066.442,107.806,1160.957,12.061,346.594,254.979
226,424837787,2066.276,107.849,1160.876,12.510,345.885,253.639
226,528432284,2066.096,107.887,1160.797,12.986,345.277,252.625
226,630407437,2065.919,107.918,1160.711,13.933,345.138,251.572
226,748794660,2065.711,107.952,1160.608,15.221,345.622,250.545
226,866373998,2065.496,107.982,1160.500,16.560,348.169,250.793
226,986975086,2065.257,108.007,1160.383,19.275,351.277,251.967
227,96707675,2065.043,108.011,1160.286,21.115,355.217,253.125
227,214082080,2064.827,108.014,1160.176,22.519,357.473,252.104
227,320958471,2064.649,108.017,1160.058,23.817,358.760,250.455
227,432383792,2064.476,108.027,1159.917,25.054,359.872,248.859
227,550988542,2064.284,108.023,1159.766,25.623,0.765,246.926
227,656815023,2064.087,107.991,1159.644,24.745,1.477,244.964
227,807724174,2063.816,107.946,1159.484,23.465,2.661,242.277
227,910758373,2063.646,107.925,1159.369,22.784,3.162,240.664
228,36630928,2063.445,107.903,1159.215,22.480,3.541,238.458
228,148856129,2063.283,107.886,1159.074,22.462,3.020,236.199
228,263747057,2063.104,107.858,1158.931,21.645,3.249,234.777
228,375085210,2062.930,107.826,1158.795,20.200,4.491,233.894
228,510451530,2062.709,107.781,1158.608,18.613,6.265,232.708
228,614895954,2062.542,107.742,1158.459,17.078,7.935,231.576
228,716459996,2062.376,107.693,1158.315,14.865,9.190,230.165
228,820824028,2062.199,107.636,1158.157,12.553,10.479,228.482
228,924705253,2062.034,107.579,1157.987,11.042,11.545,226.743
229,38694603,2061.860,107.515,1157.782,9.535,12.113,224.510
229,149687769,2061.696,107.440,1157.572,8.016,12.116,221.959
229,253978141,2061.550,107.376,1157.361,7.466,12.412,219.691
229,366697525,2061.400,107.309,1157.121,7.100,13.118,217.378
229,474794074,2061.254,107.234,1156.886,6.324,13.815,215.087
229,578007077,2061.121,107.162,1156.658,5.716,14.646,212.990
229,697998306,2060.976,107.083,1156.375,5.331,15.303,210.249
229,870073377,2060.789,106.954,1155.951,4.357,16.457,206.551
229,970353442,2060.697,106.880,1155.686,3.847,16.503,204.085
230,105752923,2060.610,106.793,1155.331,3.698,15.105,200.975
230,217707573,2060.559,106.728,1155.045,3.723,12.346,198.368
230,377839159,2060.508,106.662,1154.648,4.043,6.949,194.860
230,484159504,2060.476,106.615,1154.385,3.771,3.737,192.694
230,634735148,2060.431,106.585,1154.031,3.629,0.586,190.580
230,743421941,2060.407,106.583,1153.778,3.859,359.571,189.239
230,896455050,2060.387,106.581,1153.442,4.560,358.032,187.831
230,995989193,2060.380,106.587,1153.237,4.885,357.239,187.047
231,149566153,2060.362,106.601,1152.928,4.790,356.140,185.850
231,265048498,2060.353,106.611,1152.672,4.899,355.812,184.812
231,408321511,2060.349,106.627,1152.376,5.261,355.431,183.733
231,513106152,2060.350,106.638,1152.160,5.663,355.381,183.039
231,673495171,2060.345,106.651,1151.808,5.608,356.971,181.834
231,784729586,2060.352,106.664,1151.591,6.220,357.522,181.228
231,908875973,2060.365,106.687,1151.330,6.886,356.760,180.609
232,43131329,2060.380,106.716,1151.069,7.324,356.898,180.072
232,189871619,2060.395,106.723,1150.745,7.517,356.641,179.440
232,306780838,2060.413,106.729,1150.498,8.311,357.118,179.252
232,420802887,2060.426,106.739,1150.270,8.406,357.697,179.396
232,545697585,2060.436,106.757,1150.007,8.219,358.411,179.623
232,669430456,2060.445,106.760,1149.763,8.379,358.108,179.358
232,775942577,2060.454,106.761,1149.530,8.644,357.394,179.196
232,884088794,2060.465,106.770,1149.296,8.866,357.353,179.058
232,991983404,2060.473,106.781,1149.078,8.529,357.893,178.951
233,108633144,2060.482,106.795,1148.829,8.264,357.964,178.776
233,230469008,2060.494,106.812,1148.563,8.098,358.219,178.653
233,353045418,2060.499,106.825,1148.318,7.451,358.516,178.330
233,459925835,2060.503,106.835,1148.085,6.601,357.280,178.123
233,568750367,2060.512,106.843,1147.840,6.315,356.703,177.884
233,671403648,2060.528,106.862,1147.628,6.532,356.023,177.729
233,785626214,2060.545,106.883,1147.409,6.808,354.570,177.309
233,894681239,2060.560,106.898,1147.201,7.029,353.657,176.932
234,7002640,2060.573,106.924,1146.962,6.672,352.509,176.494
234,115059424,2060.586,106.947,1146.752,6.532,352.150,176.133
234,222707884,2060.606,106.976,1146.533,6.574,351.853,175.727
234,332234927,2060.625,107.008,1146.319,6.451,351.302,175.372
234,449541511,2060.649,107.045,1146.076,6.621,350.691,175.122
234,550048942,2060.664,107.076,1145.877,6.259,350.075,174.662
234,665608590,2060.679,107.115,1145.643,5.613,349.129,174.280
234,800579945,2060.701,107.171,1145.386,5.158,348.701,174.283
234,918072172,2060.727,107.221,1145.158,5.282,347.967,174.019
235,29832039,2060.749,107.262,1144.948,5.004,346.975,173.853
235,135804506,2060.763,107.308,1144.730,3.970,346.329,173.732
235,248250363,2060.780,107.353,1144.517,3.339,345.884,173.746
235,386681350,2060.807,107.415,1144.238,2.733,344.989,173.659
235,503076416,2060.825,107.471,1144.022,2.131,344.395,173.785
235,613338396,2060.835,107.526,1143.810,1.140,343.592,173.999
235,725221896,2060.846,107.583,1143.598,0.556,343.013,173.950
235,841378087,2060.859,107.644,1143.379,359.907,342.625,173.868
235,953956229,2060.872,107.709,1143.164,359.196,342.024,173.633
236,76525433,2060.882,107.783,1142.941,358.336,341.332,173.575
236,201588945,2060.894,107.853,1142.704,357.353,340.539,173.806
236,307487670,2060.908,107.912,1142.500,356.830,339.823,174.177
236,435031998,2060.928,107.987,1142.255,356.579,339.118,174.252
236,543710463,2060.939,108.053,1142.057,355.936,339.119,174.365
236,698462108,2060.950,108.153,1141.777,355.049,338.671,174.700
236,802644118,2060.963,108.221,1141.583,354.918,338.162,175.046
236,912799523,2060.979,108.295,1141.382,355.033,337.861,175.381
237,24377058,2060.993,108.373,1141.175,354.983,338.117,175.513
237,148365586,2061.007,108.457,1140.944,354.746,338.775,175.888
237,269111206,2061.019,108.545,1140.715,354.711,339.302,176.355
237,388618721,2061.032,108.633,1140.493,354.887,339.074,176.659
237,517261295,2061.042,108.727,1140.257,354.918,339.177,176.737
237,623361808,2061.051,108.799,1140.064,354.993,339.418,177.107
237,748441493,2061.067,108.886,1139.842,355.886,338.737,177.392
237,888059417,2061.086,108.988,1139.588,356.632,338.091,177.916
238,3734430,2061.097,109.073,1139.386,357.172,337.915,177.878
238,109288402,2061.105,109.149,1139.194,357.323,337.706,177.809
238,230310408,2061.114,109.225,1138.970,357.425,337.177,177.921
238,366665154,2061.134,109.329,1138.726,358.614,335.935,178.086
238,473525042,2061.144,109.419,1138.541,358.959,334.877,177.808
238,573806460,2061.148,109.489,1138.359,358.880,335.481,177.422
238,683270328,2061.158,109.554,1138.156,359.140,336.973,176.868
238,788298071,2061.164,109.614,1137.962,358.889,338.016,177.127
238,892278883,2061.177,109.690,1137.773,359.709,339.154,177.212
238,999504103,2061.198,109.782,1137.573,0.748,339.983,177.512
239,105634820,2061.217,109.866,1137.393,1.722,339.565,177.992
239,219348280,2061.226,109.945,1137.195,1.681,338.708,178.377
239,346373322,2061.219,110.021,1136.962,0.382,337.872,178.477
239,461360594,2061.209,110.094,1136.770,359.032,336.813,178.770
239,572972035,2061.208,110.195,1136.590,359.549,335.590,178.826
239,676148207,2061.217,110.297,1136.431,0.222,333.158,178.695
239,777829494,2061.221,110.375,1136.264,359.846,330.629,178.549
239,908377673,2061.210,110.438,1136.044,358.182,329.632,178.587
240,21702856,2061.191,110.501,1135.829,355.950,329.076,178.571
240,123113028,2061.180,110.583,1135.655,354.759,328.688,178.498
240,233547740,2061.177,110.684,1135.474,354.559,328.289,178.400
240,334467701,2061.182,110.771,1135.294,354.669,328.846,178.249
240,453192976,2061.184,110.868,1135.071,354.036,329.486,177.832
240,571230502,2061.182,110.966,1134.861,353.055,330.368,178.090
240,685474117,2061.172,111.067,1134.664,352.189,332.399,177.787
240,801676009,2061.162,111.164,1134.457,351.315,335.197,177.335
240,952780874,2061.167,111.272,1134.174,351.517,338.040,176.632
241,88869562,2061.188,111.358,1133.898,352.085,339.394,176.338
241,220665491,2061.192,111.456,1133.666,351.347,339.143,175.945
241,341307180,2061.182,111.560,1133.453,349.986,338.871,175.782
241,463280849,2061.192,111.644,1133.235,350.016,338.946,175.428
241,581358677,2061.237,111.700,1133.016,352.141,338.695,174.822
241,687768446,2061.287,111.755,1132.820,353.946,339.150,173.597
241,802503393,2061.329,111.830,1132.612,354.937,340.764,172.213
241,923449681,2061.372,111.907,1132.396,356.053,342.308,170.488
242,35346558,2061.420,111.974,1132.195,357.252,342.940,168.633
242,150339367,2061.490,112.037,1131.992,359.385,343.758,166.866
242,258846364,2061.576,112.076,1131.791,1.776,343.733,165.282
242,363383199,2061.661,112.100,1131.600,3.912,344.234,164.067
242,472103764,2061.750,112.129,1131.405,6.059,345.480,163.103
242,600188954,2061.874,112.151,1131.161,9.786,346.010,162.136
242,713194105,2061.975,112.174,1130.955,12.381,345.255,161.604
242,841851969,2062.084,112.219,1130.700,14.046,344.955,161.049
242,955578920,2062.175,112.249,1130.498,15.791,345.338,160.613
243,91233280,2062.281,112.297,1130.260,17.388,345.182,159.676
243,196919295,2062.365,112.345,1130.069,17.740,345.323,159.422
243,358531405,2062.488,112.440,1129.783,17.208,344.703,159.066
243,466373004,2062.574,112.483,1129.582,17.691,344.418,159.218
243,625431712,2062.707,112.538,1129.282,19.011,346.662,160.343
243,736099712,2062.799,112.573,1129.078,20.219,348.448,160.959
243,911959696,2062.928,112.638,1128.752,21.818,350.683,163.193
244,37051815,2063.015,112.678,1128.497,23.296,350.832,164.752
244,145131558,2063.076,112.706,1128.286,23.936,350.796,166.289
244,259574069,2063.130,112.734,1128.052,23.986,350.350,167.920
244,381031672,2063.177,112.764,1127.824,23.725,349.961,169.431
244,517552764,2063.227,112.810,1127.558,23.487,349.029,171.166
244,690990004,2063.290,112.879,1127.227,23.549,348.123,172.984
244,798536877,2063.327,112.927,1126.997,23.612,348.066,174.590
244,940076030,2063.354,112.985,1126.720,23.221,348.300,176.213
245,60558369,2063.363,113.024,1126.483,22.453,349.170,177.602
245,186986418,2063.372,113.067,1126.223,21.952,350.093,178.933
245,307272811,2063.383,113.111,1125.970,22.052,350.408,180.410
245,417177030,2063.379,113.155,1125.763,20.951,350.318,181.660
245,538985105,2063.368,113.210,1125.526,19.756,349.577,182.501
245,643719611,2063.369,113.263,1125.333,20.041,347.907,182.447
245,750557652,2063.364,113.305,1125.134,20.459,346.372,182.003
245,853643005,2063.356,113.352,1124.942,20.442,344.967,182.043
245,956609144,2063.342,113.410,1124.755,19.777,343.667,182.283
246,57384493,2063.327,113.463,1124.564,19.503,343.152,182.628
246,175982151,2063.317,113.522,1124.345,19.622,342.701,183.685
246,282461597,2063.299,113.567,1124.152,19.652,341.667,184.271
246,396291044,2063.270,113.619,1123.939,18.522,340.841,184.415
246,517739773,2063.228,113.679,1123.703,16.215,342.122,185.103
246,634326096,2063.163,113.705,1123.475,12.469,344.120,185.825
246,787417081,2063.048,113.695,1123.156,6.440,347.055,186.362
246,898464083,2062.969,113.685,1122.935,2.224,350.532,186.723
247,57403265,2062.853,113.686,1122.588,356.597,354.175,187.167
247,178668419,2062.786,113.701,1122.328,354.587,355.587,187.623
247,322956000,2062.728,113.711,1122.048,354.106,355.764,188.736
247,437737566,2062.678,113.733,1121.806,354.340,355.426,189.552
247,558673362,2062.620,113.755,1121.574,354.449,355.506,190.448
247,670778839,2062.560,113.774,1121.362,354.366,354.813,191.508
247,770844785,2062.506,113.793,1121.178,354.384,354.134,192.413
247,877226535,2062.444,113.813,1120.964,354.544,353.403,193.454
247,980299880,2062.390,113.829,1120.768,355.126,353.198,194.348
248,143285990,2062.297,113.865,1120.446,355.646,352.263,195.216
248,253913482,2062.229,113.893,1120.228,355.838,351.644,195.867
248,382103803,2062.150,113.922,1119.971,356.165,351.792,196.609
248,493058054,2062.086,113.946,1119.759,356.801,351.727,197.283
248,594154077,2062.023,113.975,1119.558,357.281,352.101,197.680
248,697813866,2061.957,114.009,1119.359,357.609,352.653,198.185
248,819880225,2061.879,114.047,1119.130,358.081,353.491,198.843
248,942863449,2061.795,114.082,1118.895,358.375,353.365,199.330
249,55731949,2061.719,114.103,1118.688,358.711,353.396,199.863
249,171041870,2061.631,114.126,1118.454,359.120,353.461,200.212
249,282936774,2061.552,114.143,1118.245,359.895,354.416,200.624
249,415836253,2061.454,114.152,1117.975,1.096,355.585,201.221
249,545873231,2061.361,114.151,1117.714,2.553,357.829,201.892
249,749801616,2061.222,114.136,1117.324,5.253,2.111,203.104
249,868522829,2061.132,114.117,1117.072,7.139,4.995,204.084
250,3371708,2061.020,114.091,1116.772,9.184,8.310,205.202
250,110982872,2060.919,114.056,1116.533,10.283,10.186,205.916
250,219248899,2060.811,114.012,1116.291,11.068,11.075,206.571
250,333565332,2060.695,113.972,1116.037,11.702,10.963,207.118
250,469766198,2060.555,113.918,1115.738,12.154,10.509,207.578
250,592381064,2060.429,113.873,1115.480,12.689,8.764,207.801
250,750458092,2060.292,113.848,1115.173,13.642,5.474,207.291
250,868621117,2060.203,113.831,1114.955,14.299,2.341,206.707
250,994353396,2060.118,113.816,1114.731,15.255,358.938,205.699
251,99229160,2060.042,113.806,1114.534,15.949,355.875,204.701
251,233656757,2059.950,113.813,1114.293,16.713,353.852,203.875
251,373465862,2059.837,113.827,1114.005,17.109,352.100,202.938
251,522488384,2059.732,113.851,1113.726,18.123,351.235,202.350
251,636391680,2059.656,113.884,1113.494,19.228,351.377,201.780
251,814967997,2059.547,113.927,1113.155,20.614,351.955,201.466
251,916228066,2059.475,113.950,1112.936,21.180,352.125,201.228
252,50941762,2059.393,113.981,1112.678,21.575,352.897,201.078
252,160373027,2059.322,114.010,1112.454,21.778,352.931,200.786
252,273799616,2059.252,114.037,1112.233,21.782,353.284,200.712
252,398689604,2059.174,114.063,1111.982,21.921,352.771,200.312
252,527786933,2059.095,114.092,1111.726,21.893,352.654,200.092
252,655380447,2059.018,114.126,1111.477,21.702,351.940,199.703
252,788686316,2058.943,114.163,1111.222,21.652,350.770,199.339
252,898177492,2058.876,114.196,1110.992,21.851,349.503,198.769
253,1978489,2058.821,114.227,1110.797,21.846,348.932,198.562
253,110742088,2058.755,114.270,1110.592,20.994,347.802,198.081
253,243297160,2058.684,114.326,1110.361,20.206,346.437,197.646
253,343999884,2058.635,114.371,1110.181,19.835,345.289,197.112
253,460919820,2058.579,114.420,1109.966,19.599,344.289,196.671
253,630754779,2058.493,114.499,1109.648,18.818,342.907,196.152
253,731888407,2058.442,114.553,1109.460,18.323,342.081,196.047
253,885498087,2058.383,114.636,1109.192,18.477,341.287,196.191
253,999082774,2058.338,114.697,1108.990,18.577,340.511,196.478
254,114981747,2058.281,114.762,1108.780,17.959,340.140,196.294
254,237244691,2058.214,114.830,1108.562,16.789,341.216,196.446
254,370215753,2058.139,114.900,1108.319,15.297,342.713,196.817
254,477658707,2058.072,114.949,1108.111,14.134,344.057,197.067
254,579805431,2058.008,114.994,1107.918,12.904,344.914,197.005
254,694574174,2057.937,115.040,1107.706,11.345,346.370,197.259
254,819121739,2057.869,115.100,1107.463,10.607,347.174,197.462
254,980043350,2057.786,115.166,1107.151,9.969,348.042,197.560
255,86887501,2057.722,115.202,1106.948,9.187,348.820,198.009
255,269399359,2057.609,115.259,1106.601,7.961,350.132,197.712
255,382752321,2057.548,115.303,1106.388,8.012,350.992,197.711
255,509545155,2057.491,115.362,1106.154,8.323,350.754,197.524
255,610217386,2057.437,115.402,1105.960,7.930,350.572,197.197
255,719161814,2057.372,115.422,1105.762,6.375,350.752,196.542
255,833075826,2057.310,115.442,1105.550,5.540,350.545,196.021
255,951437511,2057.261,115.478,1105.323,5.648,350.566,195.355
256,80477108,2057.199,115.528,1105.061,4.732,349.901,194.532
256,208299400,2057.133,115.561,1104.830,3.318,348.244,194.184
256,335689162,2057.072,115.596,1104.598,2.739,345.963,194.058
256,446124586,2057.026,115.634,1104.392,2.798,344.852,193.866
256,606997597,2056.948,115.706,1104.085,1.862,344.902,193.240
256,709938299,2056.893,115.761,1103.894,0.729,344.545,192.884
256,853099684,2056.834,115.844,1103.634,0.370,344.138,192.480
256,981781734,2056.796,115.917,1103.402,0.954,343.458,192.817
257,125277167,2056.738,115.984,1103.132,0.745,343.554,193.521
257,241964580,2056.676,116.040,1102.910,359.700,344.315,193.418
257,374959587,2056.620,116.111,1102.665,359.413,344.825,192.990
257,493166855,2056.580,116.176,1102.450,359.805,345.120,192.222
257,613723387,2056.541,116.231,1102.221,359.979,344.793,191.849
257,739767699,2056.490,116.275,1101.979,359.557,344.476,190.822
257,858007288,2056.445,116.337,1101.756,359.245,344.301,190.254
257,969239980,2056.407,116.399,1101.550,359.237,344.964,189.805
258,73199988,2056.372,116.453,1101.356,359.245,346.128,189.260
258,177971700,2056.339,116.502,1101.148,359.211,346.790,188.236
258,287383612,2056.311,116.546,1100.937,358.995,346.612,187.453
258,411192989,2056.291,116.617,1100.699,359.578,346.582,186.737
258,515748470,2056.278,116.689,1100.502,0.254,345.727,186.207
258,621222041,2056.261,116.749,1100.315,0.126,344.897,185.684
258,761188572,2056.233,116.816,1100.062,359.039,342.696,185.444
258,869508062,2056.216,116.880,1099.868,359.164,341.120,185.047
258,976307497,2056.208,116.952,1099.679,359.173,339.523,184.547
259,79250274,2056.197,117.008,1099.490,358.456,337.966,184.044
259,234671563,2056.164,117.068,1099.196,355.795,335.747,183.051
259,361622133,2056.138,117.133,1098.959,353.936,334.380,182.348
259,512941443,2056.126,117.236,1098.672,353.040,333.844,181.184
259,618287564,2056.125,117.308,1098.479,352.666,333.645,180.195
259,764534016,2056.131,117.422,1098.215,352.677,333.390,178.979
259,873722359,2056.137,117.512,1098.022,352.660,334.111,178.090
259,994777470,2056.140,117.602,1097.804,352.150,335.337,177.492
260,125127827,2056.146,117.702,1097.561,351.714,335.452,176.599
260,268922533,2056.161,117.814,1097.308,351.692,335.679,175.497
260,395663691,2056.178,117.909,1097.081,351.226,335.824,174.880
260,529470884,2056.211,118.004,1096.844,351.177,335.902,173.303
260,646331809,2056.250,118.087,1096.642,351.401,336.001,171.840
260,814617172,2056.314,118.228,1096.362,351.958,335.003,169.918
260,935447701,2056.366,118.330,1096.158,351.993,333.255,168.435
261,63984279,2056.426,118.426,1095.955,352.288,331.758,166.826
261,176973642,2056.494,118.501,1095.759,353.458,332.174,165.499
261,323072748,2056.590,118.618,1095.511,355.288,333.483,163.530
261,432870583,2056.659,118.721,1095.343,356.422,333.604,162.281
261,583493578,2056.750,118.865,1095.119,357.473,333.817,160.530
261,719961882,2056.845,118.977,1094.889,357.801,334.147,158.489
261,870726417,2056.979,119.089,1094.653,359.889,334.380,156.848
261,975130003,2057.084,119.179,1094.511,2.055,333.817,155.525
262,154948873,2057.244,119.341,1094.282,3.557,333.035,154.126
262,263112336,2057.340,119.441,1094.130,3.621,332.041,152.789
262,404410812,2057.482,119.557,1093.948,5.839,330.093,151.327
262,513109436,2057.604,119.654,1093.824,8.155,328.240,150.184
262,620846408,2057.716,119.753,1093.712,10.313,325.889,149.294
262,737720817,2057.809,119.864,1093.598,9.998,323.493,147.766
262,882054269,2057.899,119.993,1093.447,8.626,319.718,145.777
262,996108200,2057.978,120.083,1093.316,8.715,319.737,145.209
263,121527581,2058.119,120.158,1093.163,12.195,320.729,145.311
263,255285109,2058.278,120.246,1093.000,15.815,323.367,146.012
263,424016199,2058.472,120.384,1092.795,18.994,326.883,146.510
263,524852036,2058.590,120.471,1092.682,21.160,329.589,147.157
263,677239351,2058.777,120.548,1092.484,22.722,334.352,148.003
263,801400373,2058.936,120.571,1092.290,25.034,337.527,148.470
263,929675137,2059.100,120.606,1092.096,27.821,339.394,148.712
264,45308757,2059.248,120.666,1091.941,29.731,339.445,148.044
264,167752348,2059.396,120.753,1091.782,29.951,337.864,146.200
264,281904850,2059.511,120.821,1091.633,29.237,335.730,143.919
264,382271330,2059.627,120.868,1091.491,30.093,333.804,142.181
264,483738018,2059.762,120.913,1091.361,32.456,331.862,140.714
264,603130215,2059.910,120.991,1091.225,33.780,330.366,139.525
264,709734149,2060.039,121.072,1091.095,33.774,329.476,139.163
264,830740125,2060.172,121.167,1090.933,32.735,328.425,137.967
264,984428716,2060.361,121.289,1090.746,33.554,328.711,137.552
265,85276667,2060.491,121.372,1090.624,33.727,329.465,138.186
265,211712467,2060.643,121.498,1090.469,32.477,329.962,139.138
265,330218245,2060.786,121.604,1090.327,32.351,330.646,139.903
265,490823581,2060.959,121.735,1090.112,29.512,332.489,139.978
265,602031994,2061.091,121.797,1089.950,28.839,335.219,140.912
265,749981444,2061.279,121.868,1089.717,28.023,340.776,143.330
265,892102563,2061.462,121.920,1089.485,28.092,346.325,145.231
266,17105456,2061.608,121.949,1089.276,27.282,348.824,147.292
266,133002548,2061.729,121.979,1089.062,25.314,350.943,147.781
266,287018670,2061.904,122.011,1088.794,25.520,352.558,148.771
266,395556663,2062.017,122.045,1088.618,25.063,353.306,149.170
266,578418424,2062.197,122.107,1088.315,23.506,350.580,148.450
266,692041700,2062.305,122.141,1088.129,23.003,348.885,147.952
266,799791183,2062.425,122.170,1087.960,24.264,346.305,147.405
266,915197442,2062.540,122.209,1087.779,24.945,343.480,146.823
267,25307436,2062.635,122.269,1087.620,24.838,341.142,146.910
267,146813163,2062.739,122.351,1087.434,24.358,338.215,147.094
267,256474499,2062.832,122.415,1087.267,24.709,335.533,147.631
267,392040844,2062.930,122.498,1087.053,23.616,332.658,148.256
267,506093650,2063.009,122.579,1086.872,22.629,331.031,149.049
267,649774040,2063.126,122.692,1086.651,21.703,330.540,150.717
267,773299427,2063.232,122.789,1086.468,20.885,330.311,152.145
267,900156682,2063.341,122.899,1086.282,20.632,331.684,153.904
268,9119941,2063.427,122.990,1086.125,20.845,332.223,155.401
268,117558614,2063.511,123.092,1085.968,21.462,330.955,156.264
268,217885678,2063.583,123.179,1085.833,22.666,329.768,156.727
268,327678373,2063.656,123.294,1085.677,22.954,328.795,157.280
268,432832408,2063.716,123.391,1085.515,21.478,328.900,158.306
268,550377494,2063.771,123.489,1085.319,19.680,329.684,159.937
268,714009123,2063.836,123.621,1085.052,17.878,329.900,161.424
268,818991397,2063.895,123.713,1084.896,18.894,329.124,160.882
268,944522979,2063.967,123.811,1084.722,19.740,330.367,160.035
269,53835364,2064.015,123.875,1084.552,18.011,331.302,159.400
269,172542112,2064.077,123.933,1084.347,16.145,331.653,158.406
269,301439478,2064.151,123.989,1084.116,13.769,332.593,157.129
269,414589276,2064.218,124.025,1083.902,10.479,335.115,155.852
269,515752781,2064.289,124.049,1083.700,8.101,338.343,154.919
269,627744446,2064.378,124.078,1083.489,6.792,343.227,155.002
269,736032201,2064.472,124.072,1083.273,6.090,348.645,155.587
269,862173509,2064.554,124.059,1083.025,3.921,352.639,156.454
269,964472629,2064.633,124.067,1082.819,3.512,355.816,157.062
270,88195761,2064.723,124.082,1082.580,2.807,359.944,157.676
270,205004977,2064.805,124.079,1082.343,1.659,3.338,158.376
270,381181932,2064.927,124.042,1081.977,0.250,6.147,158.356
270,492435315,2065.010,124.023,1081.765,0.363,6.480,158.676
270,594026526,2065.086,124.004,1081.566,0.627,7.225,158.847
270,704643121,2065.165,123.978,1081.330,0.250,7.076,159.328
270,807570313,2065.232,123.961,1081.135,0.584,6.850,160.132
270,911749065,2065.297,123.944,1080.935,2.082,5.090,161.344
271,26243134,2065.356,123.943,1080.716,2.460,2.268,163.003
271,135346233,2065.420,123.957,1080.517,3.557,358.766,163.720
271,236299062,2065.481,124.011,1080.341,5.123,354.659,164.688
271,371459232,2065.563,124.060,1080.126,7.324,349.410,165.529
271,497677666,2065.628,124.117,1079.913,8.040,344.959,166.464
271,651245336,2065.693,124.158,1079.648,8.642,338.714,167.693
271,780127204,2065.740,124.172,1079.412,10.140,333.464,168.421
271,921434950,2065.794,124.264,1079.176,10.076,330.708,168.889
272,46104836,2065.838,124.342,1078.959,10.548,329.285,169.276
272,172280858,2065.870,124.422,1078.741,10.512,328.199,169.340
272,294730409,2065.911,124.532,1078.540,10.956,328.152,170.081
272,402459837,2065.945,124.639,1078.380,11.635,328.430,170.376
272,529321685,2065.997,124.762,1078.170,13.153,328.782,171.067
272,684278691,2066.033,124.889,1077.901,12.481,330.764,171.636
272,798541162,2066.053,124.985,1077.689,11.348,333.289,172.002
272,976066861,2066.096,125.118,1077.369,10.475,337.437,171.803
273,89972425,2066.122,125.210,1077.160,9.456,339.308,172.397
273,233440427,2066.139,125.299,1076.890,8.129,341.299,173.040
273,354687953,2066.146,125.345,1076.651,6.389,344.122,173.139
273,465847073,2066.157,125.377,1076.427,5.213,347.689,173.043
273,578565075,2066.183,125.382,1076.191,5.605,352.499,173.246
273,735028082,2066.224,125.316,1075.871,5.971,1.452,173.401
273,839158903,2066.253,125.248,1075.647,6.483,7.983,173.827
273,946526719,2066.281,125.161,1075.395,6.700,14.429,174.188
274,52090556,2066.318,125.087,1075.141,7.701,18.885,174.716
274,162216188,2066.356,125.032,1074.897,9.228,20.914,175.205
